image_id,image_path,class_id,class_name
train_bird_00000,images/train/bird/bird_00000.png,0,bird
train_bird_00001,images/train/bird/bird_00001.png,0,bird
train_bird_00002,images/train/bird/bird_00002.png,0,bird
train_bird_00003,images/train/bird/bird_00003.png,0,bird
train_bird_00004,images/train/bird/bird_00004.png,0,bird
train_bird_00005,images/train/bird/bird_00005.png,0,bird
train_bird_00006,images/train/bird/bird_00006.png,0,bird
train_bird_00007,images/train/bird/bird_00007.png,0,bird
train_bird_00008,images/train/bird/bird_00008.png,0,bird
train_bird_00009,images/train/bird/bird_00009.png,0,bird
train_bird_00010,images/train/bird/bird_00010.png,0,bird
train_bird_00011,images/train/bird/bird_00011.png,0,bird
train_bird_00012,images/train/bird/bird_00012.png,0,bird
train_bird_00013,images/train/bird/bird_00013.png,0,bird
train_bird_00014,images/train/bird/bird_00014.png,0,bird
train_bird_00015,images/train/bird/bird_00015.png,0,bird
train_bird_00016,images/train/bird/bird_00016.png,0,bird
train_bird_00017,images/train/bird/bird_00017.png,0,bird
train_bird_00018,images/train/bird/bird_00018.png,0,bird
train_bird_00019,images/train/bird/bird_00019.png,0,bird
train_bird_00020,images/train/bird/bird_00020.png,0,bird
train_bird_00021,images/train/bird/bird_00021.png,0,bird
train_bird_00022,images/train/bird/bird_00022.png,0,bird
train_bird_00023,images/train/bird/bird_00023.png,0,bird
train_bird_00024,images/train/bird/bird_00024.png,0,bird
train_bird_00025,images/train/bird/bird_00025.png,0,bird
train_bird_00026,images/train/bird/bird_00026.png,0,bird
train_bird_00027,images/train/bird/bird_00027.png,0,bird
train_bird_00028,images/train/bird/bird_00028.png,0,bird
train_bird_00029,images/train/bird/bird_00029.png,0,bird
train_bird_00030,images/train/bird/bird_00030.png,0,bird
train_bird_00031,images/train/bird/bird_00031.png,0,bird
train_bird_00032,images/train/bird/bird_00032.png,0,bird
train_bird_00033,images/train/bird/bird_00033.png,0,bird
train_bird_00034,images/train/bird/bird_00034.png,0,bird
train_bird_00035,images/train/bird/bird_00035.png,0,bird
train_bird_00036,images/train/bird/bird_00036.png,0,bird
train_bird_00037,images/train/bird/bird_00037.png,0,bird
train_bird_00038,images/train/bird/bird_00038.png,0,bird
train_bird_00039,images/train/bird/bird_00039.png,0,bird
train_bird_00040,images/train/bird/bird_00040.png,0,bird
train_bird_00041,images/train/bird/bird_00041.png,0,bird
train_bird_00042,images/train/bird/bird_00042.png,0,bird
train_bird_00043,images/train/bird/bird_00043.png,0,bird
train_bird_00044,images/train/bird/bird_00044.png,0,bird
train_bird_00045,images/train/bird/bird_00045.png,0,bird
train_bird_00046,images/train/bird/bird_00046.png,0,bird
train_bird_00047,images/train/bird/bird_00047.png,0,bird
train_bird_00048,images/train/bird/bird_00048.png,0,bird
train_bird_00049,images/train/bird/bird_00049.png,0,bird
train_bird_00050,images/train/bird/bird_00050.png,0,bird
train_bird_00051,images/train/bird/bird_00051.png,0,bird
train_bird_00052,images/train/bird/bird_00052.png,0,bird
train_bird_00053,images/train/bird/bird_00053.png,0,bird
train_bird_00054,images/train/bird/bird_00054.png,0,bird
train_bird_00055,images/train/bird/bird_00055.png,0,bird
train_bird_00056,images/train/bird/bird_00056.png,0,bird
train_bird_00057,images/train/bird/bird_00057.png,0,bird
train_bird_00058,images/train/bird/bird_00058.png,0,bird
train_bird_00059,images/train/bird/bird_00059.png,0,bird
train_bird_00060,images/train/bird/bird_00060.png,0,bird
train_bird_00061,images/train/bird/bird_00061.png,0,bird
train_bird_00062,images/train/bird/bird_00062.png,0,bird
train_bird_00063,images/train/bird/bird_00063.png,0,bird
train_bird_00064,images/train/bird/bird_00064.png,0,bird
train_bird_00065,images/train/bird/bird_00065.png,0,bird
train_bird_00066,images/train/bird/bird_00066.png,0,bird
train_bird_00067,images/train/bird/bird_00067.png,0,bird
train_bird_00068,images/train/bird/bird_00068.png,0,bird
train_bird_00069,images/train/bird/bird_00069.png,0,bird
train_bird_00070,images/train/bird/bird_00070.png,0,bird
train_bird_00071,images/train/bird/bird_00071.png,0,bird
train_bird_00072,images/train/bird/bird_00072.png,0,bird
train_bird_00073,images/train/bird/bird_00073.png,0,bird
train_bird_00074,images/train/bird/bird_00074.png,0,bird
train_bird_00075,images/train/bird/bird_00075.png,0,bird
train_bird_00076,images/train/bird/bird_00076.png,0,bird
train_bird_00077,images/train/bird/bird_00077.png,0,bird
train_bird_00078,images/train/bird/bird_00078.png,0,bird
train_bird_00079,images/train/bird/bird_00079.png,0,bird
train_bird_00080,images/train/bird/bird_00080.png,0,bird
train_bird_00081,images/train/bird/bird_00081.png,0,bird
train_bird_00082,images/train/bird/bird_00082.png,0,bird
train_bird_00083,images/train/bird/bird_00083.png,0,bird
train_bird_00084,images/train/bird/bird_00084.png,0,bird
train_bird_00085,images/train/bird/bird_00085.png,0,bird
train_bird_00086,images/train/bird/bird_00086.png,0,bird
train_bird_00087,images/train/bird/bird_00087.png,0,bird
train_bird_00088,images/train/bird/bird_00088.png,0,bird
train_bird_00089,images/train/bird/bird_00089.png,0,bird
train_bird_00090,images/train/bird/bird_00090.png,0,bird
train_bird_00091,images/train/bird/bird_00091.png,0,bird
train_bird_00092,images/train/bird/bird_00092.png,0,bird
train_bird_00093,images/train/bird/bird_00093.png,0,bird
train_bird_00094,images/train/bird/bird_00094.png,0,bird
train_bird_00095,images/train/bird/bird_00095.png,0,bird
train_bird_00096,images/train/bird/bird_00096.png,0,bird
train_bird_00097,images/train/bird/bird_00097.png,0,bird
train_bird_00098,images/train/bird/bird_00098.png,0,bird
train_bird_00099,images/train/bird/bird_00099.png,0,bird
train_bird_00100,images/train/bird/bird_00100.png,0,bird
train_bird_00101,images/train/bird/bird_00101.png,0,bird
train_bird_00102,images/train/bird/bird_00102.png,0,bird
train_bird_00103,images/train/bird/bird_00103.png,0,bird
train_bird_00104,images/train/bird/bird_00104.png,0,bird
train_bird_00105,images/train/bird/bird_00105.png,0,bird
train_bird_00106,images/train/bird/bird_00106.png,0,bird
train_bird_00107,images/train/bird/bird_00107.png,0,bird
train_bird_00108,images/train/bird/bird_00108.png,0,bird
train_bird_00109,images/train/bird/bird_00109.png,0,bird
train_bird_00110,images/train/bird/bird_00110.png,0,bird
train_bird_00111,images/train/bird/bird_00111.png,0,bird
train_bird_00112,images/train/bird/bird_00112.png,0,bird
train_bird_00113,images/train/bird/bird_00113.png,0,bird
train_bird_00114,images/train/bird/bird_00114.png,0,bird
train_bird_00115,images/train/bird/bird_00115.png,0,bird
train_bird_00116,images/train/bird/bird_00116.png,0,bird
train_bird_00117,images/train/bird/bird_00117.png,0,bird
train_bird_00118,images/train/bird/bird_00118.png,0,bird
train_bird_00119,images/train/bird/bird_00119.png,0,bird
train_bird_00120,images/train/bird/bird_00120.png,0,bird
train_bird_00121,images/train/bird/bird_00121.png,0,bird
train_bird_00122,images/train/bird/bird_00122.png,0,bird
train_bird_00123,images/train/bird/bird_00123.png,0,bird
train_bird_00124,images/train/bird/bird_00124.png,0,bird
train_bird_00125,images/train/bird/bird_00125.png,0,bird
train_bird_00126,images/train/bird/bird_00126.png,0,bird
train_bird_00127,images/train/bird/bird_00127.png,0,bird
train_bird_00128,images/train/bird/bird_00128.png,0,bird
train_bird_00129,images/train/bird/bird_00129.png,0,bird
train_bird_00130,images/train/bird/bird_00130.png,0,bird
train_bird_00131,images/train/bird/bird_00131.png,0,bird
train_bird_00132,images/train/bird/bird_00132.png,0,bird
train_bird_00133,images/train/bird/bird_00133.png,0,bird
train_bird_00134,images/train/bird/bird_00134.png,0,bird
train_bird_00135,images/train/bird/bird_00135.png,0,bird
train_bird_00136,images/train/bird/bird_00136.png,0,bird
train_bird_00137,images/train/bird/bird_00137.png,0,bird
train_bird_00138,images/train/bird/bird_00138.png,0,bird
train_bird_00139,images/train/bird/bird_00139.png,0,bird
train_bird_00140,images/train/bird/bird_00140.png,0,bird
train_bird_00141,images/train/bird/bird_00141.png,0,bird
train_bird_00142,images/train/bird/bird_00142.png,0,bird
train_bird_00143,images/train/bird/bird_00143.png,0,bird
train_bird_00144,images/train/bird/bird_00144.png,0,bird
train_bird_00145,images/train/bird/bird_00145.png,0,bird
train_bird_00146,images/train/bird/bird_00146.png,0,bird
train_bird_00147,images/train/bird/bird_00147.png,0,bird
train_bird_00148,images/train/bird/bird_00148.png,0,bird
train_bird_00149,images/train/bird/bird_00149.png,0,bird
train_bird_00150,images/train/bird/bird_00150.png,0,bird
train_bird_00151,images/train/bird/bird_00151.png,0,bird
train_bird_00152,images/train/bird/bird_00152.png,0,bird
train_bird_00153,images/train/bird/bird_00153.png,0,bird
train_bird_00154,images/train/bird/bird_00154.png,0,bird
train_bird_00155,images/train/bird/bird_00155.png,0,bird
train_bird_00156,images/train/bird/bird_00156.png,0,bird
train_bird_00157,images/train/bird/bird_00157.png,0,bird
train_bird_00158,images/train/bird/bird_00158.png,0,bird
train_bird_00159,images/train/bird/bird_00159.png,0,bird
train_bird_00160,images/train/bird/bird_00160.png,0,bird
train_bird_00161,images/train/bird/bird_00161.png,0,bird
train_bird_00162,images/train/bird/bird_00162.png,0,bird
train_bird_00163,images/train/bird/bird_00163.png,0,bird
train_bird_00164,images/train/bird/bird_00164.png,0,bird
train_bird_00165,images/train/bird/bird_00165.png,0,bird
train_bird_00166,images/train/bird/bird_00166.png,0,bird
train_bird_00167,images/train/bird/bird_00167.png,0,bird
train_bird_00168,images/train/bird/bird_00168.png,0,bird
train_bird_00169,images/train/bird/bird_00169.png,0,bird
train_bird_00170,images/train/bird/bird_00170.png,0,bird
